5_001644,남,7.4,1237,21,13.723974279965152
5_008012,여,1.7,887,10.8,13.727027882389876
5_000740,남,3.8,988,13.4,13.727482830402073
5_009171,여,6.7,1216,20.3,13.728683344875346
5_001659,남,7.5,1216,20.3,13.728683344875346
5_000205,남,1.03,770,8.14,13.729128014842303
5_008663,여,4.7,1076,15.9,13.733226461768078
5_001102,남,5.3,1062,15.5,13.7430353843262
5_009141,여,6.5,1185,19.3,13.744236144492513
5_008842,여,5.4,1072,15.8,13.748886166184004
5_009342,여,7.3,1200,19.8,13.750000000000002
5_009158,여,6.6,1215,20.3,13.751291300445391
5_009262,여,7,1172,18.9,13.759624456895246
5_008564,여,4.3,1023,14.4,13.759771587791645
5_001836,남,8.2,1270,22.2,13.764027528055056
5_010310,여,11.1,1459,29.3,13.764392128270979
5_009335,여,7.3,1241,21.2,13.765509736176211
5_009568,여,8.2,1267,22.1,13.76699148875997
5_009659,여,8.6,1267,22.1,13.76699148875997
5_009136,여,6.5,1229,20.8,13.770812630218591
5_009085,여,6.3,1165,18.7,13.778113429976605
5_001576,남,7.2,1275,22.4,13.779315647827758
5_008856,여,5.4,960,12.7,13.780381944444445
5_000854,남,4.3,997,13.7,13.782571385168543
5_008772,여,5.1,1084,16.2,13.786576980160945
5_008777,여,5.2,1067,15.7,13.790207898363533
5_008632,여,4.6,1107,16.9,13.790863593670563
5_001948,남,8.6,1308,23.6,13.7941998896464
5_001301,남,6.1,1142,18,13.801945154137057
5_000720,남,3.7,944,12.3,13.802607009480036
5_001914,남,8.5,1271,22.3,13.80428006965281
5_010230,여,10.8,1375,26.1,13.804958677685951
5_001532,남,7,1285,22.8,13.807930475858836
5_009818,여,9.2,1282,22.7,13.8117849206948
5_001450,남,6.7,1179,19.2,13.812542219977683
5_009581,여,8.3,1215,20.4,13.819031651679111
5_001175,남,5.6,1209,20.2,13.81970484667995
5_001022,남,5,1059,15.5,13.821009896734765
5_008926,여,5.7,1160,18.6,13.822829964328182
5_008921,여,5.7,1153,18.4,13.840736748434828
5_000946,남,4.7,1041,15,13.84171172143832
5_000794,남,4.1,1108,17,13.84743708376233
5_007766,여,0.2,570,4.5,13.850415512465375
5_001808,남,8.1,1280,22.7,13.854980468749998
5_002144,남,9.4,1305,23.6,13.857694396735223
5_009316,여,7.2,1146,18.2,13.85805091843852
5_001940,남,8.5,1335,24.7,13.85908064357755
5_002023,남,8.8,1398,27.1,13.866119799181748
5_008784,여,5.2,1040,15,13.86834319526627
5_008583,여,4.4,1040,15,13.86834319526627
5_001493,남,6.9,1268,22.3,13.869677278110041
5_008184,여,2.5,953,12.6,13.873458642228826
5_009602,여,8.4,1345,25.1,13.874877351059274
5_009922,여,9.6,1345,25.1,13.874877351059274
5_008563,여,4.3,1067,15.8,13.878043617461392
5_010922,여,13.4,1588,35,13.879283543452466
5_008584,여,4.4,997,13.8,13.883174096009192
5_001010,남,5,1100,16.8,13.884297520661155
20_여자_2142,여자,31,1772,43.6,13.885421072209285
5_008711,여,4.9,1080,16.2,13.888888888888888
5_008667,여,4.7,1046,15.2,13.892494031711443
5_009355,여,7.4,1235,21.2,13.899588585290692
5_008864,여,5.5,1172,19.1,13.905228948502605
5_001566,남,7.2,1223,20.8,13.906262431229184
5_001298,남,6.1,1175,19.2,13.906745133544588
5_008358,여,3.3,963,12.9,13.910320487314113
5_001561,남,7.1,1208,20.3,13.911122319196528
5_001376,남,6.4,1193,19.8,13.911831309911335
5_000687,남,3.5,974,13.2,13.914128743638502
5_001017,남,5,1153,18.5,13.915958143806758
5_001258,남,5.9,1118,17.4,13.920846387460353
5_007748,여,0.16,581,4.7,13.92340939859759
5_002982,남,12.6,1537,32.9,13.926698157654457
5_009042,여,6.2,1108,17.1,13.928892596019756
5_001409,남,6.5,1222,20.8,13.92903158407912
5_009633,여,8.5,1219,20.7,13.930379061092449
5_008937,여,5.8,1174,19.2,13.930446441786698
5_000793,남,4.1,988,13.6,13.932370633840907
5_010054,여,10.1,1477,30.4,13.935180325358955
5_002115,남,9.3,1256,22,13.945799018215748
5_000248,남,1.46,819,9.36,13.954299668585383
5_009724,여,8.8,1396,27.2,13.95719246968416
5_007957,여,1.3,859,10.3,13.958890390184868
5_010042,여,10.1,1375,26.4,13.963636363636363
5_009781,여,9,1275,22.7,13.963860053825453
5_009103,여,6.4,1157,18.7,13.969307861881642
5_009191,여,6.8,1135,18,13.972714393836482
5_009452,여,7.8,1249,21.8,13.974350016442296
5_009417,여,7.7,1246,21.7,13.977311666997313
5_009474,여,7.9,1211,20.5,13.978661062473703
5_008265,여,2.9,907,11.5,13.9792305102176
5_007789,여,0.31,589,4.85,13.98012804067785
5_009128,여,6.5,1205,20.3,13.980475542776468
5_010369,여,11.3,1410,27.8,13.983200040239426
5_009027,여,6.1,1237,21.4,13.985383313869248
5_001264,남,6,1128,17.8,13.989487450329463
5_010240,여,10.8,1358,25.8,13.990078973453551
5_007727,여,0.05,510,3.64,13.994617454825068
5_000719,남,3.7,960,12.9,13.997395833333334
5_009283,여,7.1,1165,19,13.999152682863931
5_001384,남,6.4,1213,20.6,14.000566819064423
5_010068,여,10.1,1312,24.1,14.000687834622248
5_010048,여,10.1,1290,23.3,14.001562406105402
5_001494,남,6.9,1180,19.5,14.004596380350476
5_009206,여,6.8,1195,20,14.005357049071268
5_002926,남,12.4,1424,28.4,14.005491730842065
5_009483,여,7.9,1192,19.9,14.005562812485923
5_000628,남,3.3,989,13.7,14.006447055118947
5_001101,남,5.3,1045,15.3,14.010668253931918
5_008547,여,4.2,1045,15.3,14.010668253931918
5_009624,여,8.4,1341,25.2,14.01338278055543
5_000812,남,4.2,1038,15.1,14.01464948526327
5_009366,여,7.4,1224,21,14.017044726387287
5_009019,여,6,1130,17.9,14.01832563239095
5_007880,여,0.75,762,8.14,14.018916926722742
5_001793,남,8,1221,20.9,14.018932937851853
5_002064,남,9,1300,23.7,14.023668639053252
5_008825,여,5.3,1091,16.7,14.030300408054906
5_001810,남,8.1,1235,21.4,14.030716779491547
5_002071,남,9.1,1415,28.1,14.034386744746469
5_009246,여,7,1145,18.4,14.034820083522433
5_008957,여,5.8,1223,21,14.039976493067925
5_001279,남,6,1154,18.7,14.042032986012034
5_008435,여,3.7,1030,14.9,14.044679046092941
5_008621,여,4.6,1016,14.5,14.046903093806186
5_008455,여,3.8,962,13,14.047311344608643
5_001642,남,7.4,1240,21.6,14.047866805411031
5_000851,남,4.3,1047,15.4,14.048415949878175
5_002654,남,11.3,1355,25.8,14.052096240519601
5_008408,여,3.5,998,14,14.056168449122694
5_009508,여,8,1251,22,14.057499004792971
5_000638,남,3.3,1005,14.2,14.059057944110297
5_008491,여,4,1012,14.4,14.06052273898983
5_009628,여,8.4,1222,21,14.062964580079878
5_010724,여,12.7,1436,29,14.063360774668105
5_008391,여,3.4,908,11.6,14.069747132682565
5_009402,여,7.6,1210,20.6,14.070077180520457
5_001378,남,6.4,1207,20.5,14.071465196461675
5_009429,여,7.7,1195,20.1,14.075383834316627
5_009550,여,8.2,1292,23.5,14.078060750127001
5_001390,남,6.4,1137,18.2,14.078307880216805
5_001468,남,6.8,1227,21.2,14.081429185356109
5_001082,남,5.2,1059,15.8,14.088513314090923
5_001239,남,5.9,1149,18.6,14.088763756428
5_009186,여,6.7,1152,18.7,14.090832368827162
5_009464,여,7.9,1238,21.6,14.093292375789813
5_009958,여,9.7,1353,25.8,14.093670467041298
5_002118,남,9.3,1337,25.2,14.097357920169795
5_001491,남,6.9,1194,20.1,14.098970564716382
5_001982,남,8.7,1350,25.7,14.101508916323729
5_008764,여,5.1,1045,15.4,14.102241249055657
5_010236,여,10.8,1326,24.8,14.104725310474578
5_009147,여,6.6,1220,21,14.109110454178985
5_009636,여,8.5,1285,23.3,14.110735968750475
5_008642,여,4.7,1078,16.4,14.112577059833882
5_002169,남,9.5,1240,21.7,14.11290322580645
5_009214,여,6.8,1214,20.8,14.11321512610972
5_009908,여,9.5,1282,23.2,14.116009258155037
5_001686,남,7.6,1237,21.6,14.1160878308213
5_009024,여,6.1,1081,16.5,14.119930410136913
5_001325,남,6.2,1160,19,14.120095124851368
5_009190,여,6.7,1199,20.3,14.12074699447204
5_009007,여,6,1110,17.4,14.12223033844655
5_009337,여,7.3,1175,19.5,14.124038026256223
5_001252,남,5.9,1225,21.2,14.127446897126195
5_009404,여,7.6,1222,21.1,14.129931078080261
5_008443,여,3.7,1013,14.5,14.130226112852759
5_008586,여,4.4,1047,15.5,14.139639430072188
5_002148,남,9.4,1253,22.2,14.140046330944601
5_009087,여,6.3,1165,19.2,14.146512184788813
5_008468,여,3.8,940,12.5,14.146672702580354
5_010176,여,10.6,1332,25.1,14.147029912795677
5_009210,여,6.8,1168,19.3,14.14723681741415
5_009946,여,9.7,1384,27.1,14.148067092118014
5_000006,남,0.08,535,4.05,14.149707398026028
5_009170,여,6.7,1224,21.2,14.150540390448118
5_000679,남,3.5,1083,16.6,14.153086950257018
5_001805,남,8.1,1321,24.7,14.154395226243969
5_009988,여,9.8,1350,25.8,14.156378600823043
5_010588,여,12.2,1494,31.6,14.157477746774696
5_001193,남,5.7,1053,15.7,14.159336729770411
5_002749,남,11.8,1299,23.9,14.163793905538755
5_010159,여,10.5,1443,29.5,14.167373834733501
5_009274,여,7.1,1191,20.1,14.170087579600995
5_001939,남,8.5,1312,24.4,14.174970255800117
5_009607,여,8.4,1257,22.4,14.176775530379121
5_008857,여,5.4,1082,16.6,14.179260013461755
5_009468,여,7.9,1301,24,14.179360640812574
5_001099,남,5.3,1136,18.3,14.18059412814918
5_010589,여,12.2,1420,28.6,14.183693711565166
5_009307,여,7.2,1220,21.12,14.18973394248858
5_008664,여,4.7,1045,15.5,14.193814244179395
5_009833,여,9.3,1308,24.3,14.2033498863732
5_009671,여,8.6,1233,21.6,14.207824959596497
5_008099,여,2.2,822,9.6,14.207824959596499
5_010464,여,11.7,1605,36.6,14.207936646577576
5_009104,여,6.4,1147,18.7,14.213949585325123
5_001502,남,6.9,1150,18.8,14.215500945179587
5_001488,남,6.8,1244,22,14.216147475729159
5_008644,여,4.7,1074,16.4,14.217894433867714
5_000490,남,2.6,978,13.6,14.218742812216409
5_009407,여,7.6,1241,21.9,14.220031284068822
5_009457,여,7.8,1180,19.8,14.220051709278945
5_007747,여,0.16,587,4.9,14.220664075990587
5_009235,여,6.9,1174,19.6,14.220664075990587
5_008661,여,4.7,1125,18,14.222222222222221
5_009535,여,8.1,1235,21.7,14.227409070792831
5_010129,여,10.4,1296,23.9,14.229442920286541
5_000520,남,2.8,941,12.6,14.229554332616964
5_009322,여,7.3,1249,22.2,14.230760108487107
5_008630,여,4.6,1080,16.6,14.231824417009602
5_010273,여,10.9,1483,31.3,14.23187220960956
5_001894,남,8.4,1328,25.1,14.23238133255915
5_009609,여,8.4,1312,24.5,14.233064396192741
5_008668,여,4.8,1030,15.1,14.233198227919692
5_008301,여,3.1,952,12.9,14.233634630322719
5_008511,여,4,952,12.9,14.233634630322719
5_008318,여,3.2,963,13.2,14.233816312600487
5_008629,여,4.6,1096,17.1,14.235574617720708
5_001340,남,6.3,1115,17.7,14.237165436666732
5_000821,남,4.2,988,13.9,14.239702338999164
5_008428,여,3.7,988,13.9,14.239702338999164
5_009523,여,8.1,1257,22.5,14.24006470685403
5_001256,남,5.9,1155,19,14.242611645209047
5_009391,여,7.5,1182,19.9,14.243546027410595
5_002246,남,9.8,1392,27.6,14.243955608402697
5_002173,남,9.5,1369,26.7,14.246374777833921
5_000596,남,3.1,1043,15.5,14.248301005010807
5_001845,남,8.3,1214,21,14.24891911770693
5_008461,여,3.8,1012,14.6,14.255807777031356
5_008989,여,5.9,1066,16.2,14.25609580096378
5_008854,여,5.4,1136,18.4,14.2580837135489
5_009134,여,6.5,1111,17.6,14.258851627737032
5_002266,남,9.9,1332,25.3,14.25975525074624
5_000993,남,4.9,1095,17.1,14.261587539876151
5_001047,남,5.1,1114,17.7,14.262737349677192
5_008452,여,3.8,951,12.9,14.26358440559
5_000754,남,3.8,921,12.1,14.264813891335127
5_009184,여,6.7,1166,19.4,14.269364410145666
5_008503,여,4,1008,14.5,14.27075459813555
5_001124,남,5.4,1101,17.3,14.271560574525184
5_010258,여,10.9,1488,31.6,14.271881142328592
5_009647,여,8.5,1310,24.5,14.276557310180058
5_009381,여,7.5,1129,18.2,14.278530190069205
5_008824,여,5.3,1065,16.2,14.282880380876811
5_010907,여,13.4,1405,28.2,14.285533364572382
5_008745,여,5,1068,16.3,14.290423487494564
5_009002,여,6,1097,17.2,14.29273006932805
5_008620,여,4.6,1159,19.2,14.293360808349107
5_008749,여,5.1,1058,16,14.29383113982583
5_000987,남,4.9,1048,15.7,14.294767204708348
5_008746,여,5.1,1100,17.3,14.297520661157023
5_001084,남,5.2,1100,17.3,14.297520661157023
5_009623,여,8.4,1290,23.8,14.30202511868277
5_001004,남,5,1087,16.9,14.303015735856306
5_007739,여,0.09,554,4.39,14.30358795240391
5_009266,여,7,1128,18.2,14.303857954831248
5_001168,남,5.6,1128,18.2,14.303857954831248
5_001423,남,6.6,1226,21.5,14.30400059611091
5_008420,여,3.6,1024,15,14.30511474609375
5_010397,여,11.4,1472,31,14.306917533081286
5_010543,여,12,1431,29.3,14.308310393644572
5_009433,여,7.7,1134,18.4,14.30842112793906
5_001350,남,6.3,1137,18.5,14.31036790022038
5_001713,남,7.7,1265,22.9,14.310487587682983
5_008292,여,3,1003,14.4,14.313987250611083
5_000858,남,4.4,1003,14.4,14.313987250611083
5_008931,여,5.7,1112,17.7,14.314088297707153
5_001213,남,5.7,1182,20,14.31512163558854
5_009333,여,7.3,1234,21.8,14.316147826703688
5_001114,남,5.4,1067,16.3,14.317222212950677
5_001091,남,5.3,1067,16.3,14.317222212950677
5_001503,남,6.9,1161,19.3,14.31834654998327
5_001573,남,7.2,1167,19.5,14.318347530525614
5_008826,여,5.3,1030,15.2,14.327457818833066
5_009426,여,7.7,1267,23,14.327638200971915
5_008371,여,3.4,999,14.3,14.328642957271587
5_001596,남,7.3,1196,20.5,14.331495173432065
5_009091,여,6.3,1130,18.3,14.331584305740469
5_008145,여,2.3,880,11.1,14.333677685950413
5_002575,남,11.1,1400,28.1,14.336734693877554
5_009714,여,8.7,1283,23.6,14.337013369264971
5_008771,여,5.1,1076,16.6,14.337833916059756
5_009713,여,8.7,1315,24.8,14.341684858824042
5_001897,남,8.4,1315,24.8,14.341684858824042
5_008970,여,5.9,1160,19.3,14.34304399524376
5_008004,여,1.6,907,11.8,14.343906088745017
5_001567,남,7.2,1227,21.6,14.347116528476038
5_008363,여,3.3,970,13.5,14.347964714634925
5_007734,여,0.07,528,4,14.348025711662073
5_009137,여,6.5,1123,18.1,14.352219320941792
5_009463,여,7.9,1399,28.1,14.357237708339614
5_008522,여,4.1,1022,15,14.361158236985919
5_001053,남,5.1,1088,17,14.361213235294116
5_009047,여,6.2,1107,17.6,14.362082795775263
5_009390,여,7.5,1232,21.8,14.362666554224996
5_001141,남,5.5,1180,20,14.363688595231256
5_008605,여,4.5,1075,16.6,14.364521362898866
5_009032,여,6.1,1144,18.8,14.365005623746887
5_009492,여,7.9,1279,23.5,14.365699355866495
5_000814,남,4.2,1015,14.8,14.36579387997768
5_008440,여,3.7,1042,15.6,14.367763160318447
5_009696,여,8.7,1276,23.4,14.371910653393735
5_009900,여,9.5,1363,26.7,14.372077475724915
5_009174,여,6.7,1214,21.2,14.384623109304139
5_000971,남,4.8,1048,15.8,14.385816677349803
5_009874,여,9.4,1297,24.2,14.385846229570761
5_008791,여,5.2,997,14.3,14.386187650212422
5_001518,남,7,1179,20,14.388064812476754
5_009051,여,6.2,1140,18.7,14.389042782394585
5_009438,여,7.8,1228,21.7,14.390073104223918
5_000574,남,3,932,12.5,14.390576359851902
5_009080,여,6.3,1146,18.9,14.391052876840002
5_009727,여,8.8,1286,23.8,14.391134093926942
5_010476,여,11.7,1555,34.8,14.391910753610903
5_000846,남,4.3,954,13.1,14.393769585415486
5_008959,여,5.9,1122,18.12089692,14.394413559946743
5_000564,남,3,913,12,14.395928831326499
5_009977,여,9.8,1377,27.3,14.397754583153363
5_010270,여,10.9,1424,29.2,14.400012624668603
5_008925,여,5.7,1118,18,14.400875573234849
5_008361,여,3.3,950,13,14.40443213296399
5_009855,여,9.3,1364,26.8,14.404760880969373
5_008823,여,5.3,1067,16.4,14.405057932048532
5_001790,남,8,1325,25.3,14.410822356710574
5_009212,여,6.8,1181,20.1,14.411071144088485
5_008566,여,4.3,975,13.7,14.411571334648258
5_000958,남,4.8,1070,16.5,14.411739016507992
5_001514,남,7,1175,19.9,14.413761883205067
5_010212,여,10.7,1343,26,14.415221586905213
5_009938,여,9.6,1330,25.5,14.415738594606816
5_007758,여,0.17,621,5.56,14.417554150103333
5_001729,남,7.8,1252,22.6,14.417826047014874
20_여자_2681,여자,26,1569,35.5,14.420571290226794
5_000021,남,0.16,627,5.67,14.422746731988736
5_009196,여,6.8,1249,22.5,14.423067677520718
5_001302,남,6.1,1117,18,14.426672031251377
5_000944,남,4.7,978,13.8,14.427841971219593
5_000928,남,4.7,1053,16,14.429897304224625
5_001673,남,7.6,1295,24.2,14.430315588616748
5_009348,여,7.4,1209,21.1,14.43543427054193
5_000913,남,4.6,1026,15.2,14.439390657714245
5_001853,남,8.3,1347,26.2,14.439963646564804
5_000994,남,4.9,981,13.9,14.44364432889529
5_000545,남,2.9,919,12.2,14.44537457921926
5_000522,남,2.8,952,13.1,14.454311136219195
5_010116,여,10.3,1414,28.9,14.454365218295926
5_001870,남,8.4,1275,23.5,14.455978469819302
5_001205,남,5.7,1078,16.8,14.456786256415198
5_008578,여,4.3,1055,16.1,14.46508389299432
5_009054,여,6.2,1202,20.9,14.465629940116445
5_008231,여,2.7,966,13.5,14.467034450831372
5_008792,여,5.2,1084,17,14.467395596465188
5_001324,남,6.2,1152,19.2,14.467592592592593
5_009710,여,8.7,1343,26.1,14.470664746854851
5_009150,여,6.6,1087,17.1,14.472282194268809
5_009004,여,6,1087,17.1,14.472282194268809
5_009102,여,6.4,1109,17.8,14.472944943453879
5_000681,남,3.5,994,14.3,14.473156848535883
5_010297,여,11,1430,29.6,14.475035454056435
5_009750,여,8.9,1314,25,14.479357070212139
5_000905,남,4.6,1061,16.3,14.479609068321547
5_009397,여,7.6,1210,21.2,14.479885253739498
5_009113,여,6.4,1210,21.2,14.479885253739498
5_001069,남,5.2,1118,18.1,14.4808804375306
5_009904,여,9.5,1298,24.4,14.482396765439775
5_008852,여,5.4,1121,18.2,14.483054428432624
5_001389,남,6.4,1207,21.1,14.483312958309336
5_000911,남,4.6,1077,16.8,14.483645119658187
5_000898,남,4.5,1051,16,14.484868291808537
5_008885,여,5.5,1017.618333,15,14.485097211455654
5_001259,남,5.9,1271,23.4,14.485208682954068
5_008444,여,3.7,1021,15.1,14.485232257748883
5_010205,여,10.7,1507,32.9,14.486697556943952
5_001735,남,7.8,1260,23,14.487276392038297
5_001169,남,5.6,1157,19.4,14.49222312943871
5_001308,남,6.2,1145,19,14.492477260159035
5_008756,여,5.1,1054,16.1,14.49254489088284
5_010070,여,10.1,1375,27.4,14.492561983471074
5_001454,남,6.7,1154,19.3,14.492579498932207
5_008853,여,5.4,1148,19.1,14.492709635906717
5_009330,여,7.3,1257,22.9,14.493221412753655
5_008151,여,2.4,879,11.2,14.495736053354662
5_008681,여,4.8,1024,15.2,14.495849609375
5_000674,남,3.5,1024,15.2,14.495849609375
5_001764,남,8,1292,24.2,14.497407240556315
5_009578,여,8.3,1192,20.6,14.498220800864829
5_001107,남,5.3,1086,17.1,14.498946918592228
5_008860,여,5.4,1111,17.9,14.501900235028002
5_002318,남,10.1,1372,27.3,14.502885702385909
5_001907,남,8.5,1226,21.8,14.503591302103155
5_002241,남,9.8,1409,28.8,14.50676251875679
5_001356,남,6.3,1120,18.2,14.50892857142857
5_001400,남,6.5,1120,18.2,14.50892857142857
5_008776,여,5.2,1076,16.8,14.510578903000233
5_009476,여,7.9,1323,25.4,14.51155754146792
5_007890,여,0.81,780,8.83,14.513477975016436
5_008531,여,4.1,1020,15.1,14.51364859669358
