ID,성별,나이,키,몸무게,BMI
925,남자,5,1084,180,
926,남자,5,1069,150,
927,남자,5,1138,215,
928,남자,5,1090,170,
929,남자,5,1213.175357,260,
930,남자,5,1101,175,
931,남자,5,1114,185,
932,남자,5,1177.531872,195,
933,남자,5,1152.729506,220,
934,남자,5,1020,160,
935,남자,5,1214.403656,260,
936,남자,5,1237.119574,262.190077,
937,남자,5,1171.486121,230,
938,남자,5,1166.247073,190,
939,남자,5,1042,160,
940,남자,5,1099,175,
941,남자,5,1095,160,
942,남자,5,1149.378971,240,
943,남자,5,1139,175,
944,남자,5,1077,195,
945,남자,5,1018,142,
946,남자,5,1166.759754,240,
947,남자,5,1079,185,
948,남자,5,1130,200,
949,남자,5,1065,170,
950,남자,5,1163.095192,220,
951,남자,5,1159.703013,195,
952,남자,5,1124,210,
953,남자,5,1136,180,
954,남자,5,1156.313974,240,
955,남자,5,1069,170,
956,남자,5,1083,185,
957,남자,5,1036,175,
958,남자,5,1092,200,
959,남자,5,1067,155,
960,남자,5,949.8102816,125,
961,남자,5,1073,175,
962,남자,5,1111,195,
963,남자,5,1062,170,
964,남자,5,1128,175,
965,남자,5,1165.018919,275,
966,남자,5,988,165,
967,남자,5,1117,175,
968,남자,5,1191.072511,195,
969,남자,5,1088,175,
970,남자,5,1144,225,
971,남자,5,1149.291663,200,
972,남자,5,1091,165,
973,남자,5,1109,185,
974,남자,5,1048,170,
975,남자,5,1112,175,
976,남자,5,1160.672886,208,
977,남자,5,1094,170,
978,남자,5,1150.099638,240,
979,남자,5,1109,185,
980,남자,5,1119.956327,155,
981,남자,5,1114,180,
982,남자,5,1086,170,
983,남자,5,1059,180,
984,남자,5,1090,180,
985,남자,5,1135,180,
986,남자,5,1208.93387,200,
987,남자,5,1199.972264,210,
988,남자,5,1120.53682,264.1061892,
989,남자,5,1231.452017,271.9742364,
990,남자,5,1124,220,
991,남자,5,1120.300241,205,
992,남자,5,1129,185,
993,남자,5,1126,180,
994,남자,5,1205.222625,245,
995,남자,5,1121,180,
996,남자,5,1127,170,
997,남자,5,1112,200,
998,남자,5,1066,167,
999,남자,5,1074,175,
1000,남자,5,1114,180,
1001,남자,5,1142,200,
1002,남자,5,1087,195,
1003,남자,5,1155.220936,200,
1004,남자,5,1158.439594,250,
1005,남자,5,1131,195,
1006,남자,5,1121,215,
1007,남자,5,1093,215,
1008,남자,5,1125,215,
1009,남자,5,1103,185,
1010,남자,5,1057,175,
1011,남자,5,989,155,
1012,남자,5,1070,196,
1013,남자,5,1109,200,
1014,남자,5,1018,158,
1015,남자,5,1165.151725,230,
1016,남자,5,1091,180,
1017,남자,5,971,150,
1018,남자,5,1122,175,
1019,남자,5,1124,180,
1020,남자,5,1125,235,
1021,남자,5,1090,200,
1022,남자,5,1193.587289,265,
1023,남자,5,1163.516061,220,
1024,남자,5,1155.52611,210,
1025,남자,5,1080,175,
1026,남자,5,1075,190,
1027,남자,5,1288.876911,270,
1028,남자,5,1092,165,
1029,남자,5,1175.311847,235,
1030,남자,5,1074,185,
1031,남자,5,1153.162434,185,
1032,남자,5,1077,160,
1033,남자,5,1051,155,
1034,남자,5,1203.711336,235,
1035,남자,5,1030,140,
1036,남자,5,1137.118103,205,
1037,남자,5,1188.736416,210,
1038,남자,5,1054,178,
1039,남자,5,1182.671843,195,
1040,남자,5,1021,160,
1041,남자,5,1126,180,
1042,남자,5,1120,220,
1043,남자,5,1101,180,
1044,남자,5,1086,175,
1045,남자,5,1143,198,
1046,남자,5,1098,190,
1047,남자,5,1101,193,
1048,남자,5,1152.446324,230,
1049,남자,5,1169.463261,270,
1050,남자,5,1152.924194,253,
1051,남자,5,1167.085235,248.8379832,
1052,남자,5,1078,200,
1053,남자,5,1093,190,
1054,남자,5,1070,210,
1055,남자,5,1106.845371,189,
1056,남자,5,1118,190,
1057,남자,5,1153.278069,200,
1058,남자,5,1217.905971,270,
1059,남자,5,1177.343868,210,
1060,남자,5,1114,213,
1061,남자,5,1137.787334,205,
1062,남자,5,1170.835495,195,
1063,남자,5,1095,195,
1064,남자,5,977,155,
1065,남자,5,1085,170,
1066,남자,5,1190.688346,220,
1067,남자,5,1132.145787,215,
